"Timestamp [ms],CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],CPU usage [%],Memory capacity provisioned [KB],Memory usage [KB],Disk read throughput [KB/s],Disk write throughput [KB/s],Network received throughput [KB/s],Network transmitted throughput [KB/s]"
"1377843195,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
"1377843495,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
"1377843795,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
"1377844095,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
"1377844395,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
"1377844695,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
"1377844995,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
"1377845295,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
"1377845595,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
"1377845895,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
"1377846195,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
"1377846495,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
"1377846795,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
"1377847095,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
"1377847395,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
"1377847695,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
"1377847995,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
"1377848295,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
"1377848595,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
"1377848895,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
"1377849195,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
"1377849495,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
"1377849795,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
"1377850095,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
"1377850395,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
"1377850695,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
"1377850995,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
"1377851295,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
"1377851595,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
"1377851895,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
"1377852195,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
"1377852495,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
"1377852795,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
"1377853095,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
"1377853395,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
"1377853695,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
"1377853995,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
"1377854295,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
"1377854595,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
"1377854895,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
"1377855195,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
"1377855495,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
"1377855795,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
"1377856095,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
"1377856395,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
"1377856695,4,10399.9972,169.86662093333337,1.6333333333333335,3827712.0,0.0,0.0,5.266666666666667,0.0,0.0"
137785699
